ItemName,Brand,Category,StockQty,ArrivalDate,ExpiryDate,DaysUntilExpiry,DailySaleAvg,SpoilageChance,SuggestedAction,StoreLocation,IsSpoiled,OnPromotion,TemperatureSensitive,StoreID,Zone,TemperatureSupport,DistanceToNearestStore,AvgDailySaleInNearbyStores
Spinach bunch,Local farmer,Produce,145,2025-06-15,2025-06-22,7,15.8,1.0,donate,Kanpur,True,False,True,Kanpur_47,North,Not Recorded,7.2,13.631404595093173
Mutton mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,7,24.6,0.48,none,Bangalore,False,False,True,Bangalore_24,South,Not Recorded,8.1,20.864712789593103
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_36,North,True,5.5,19.911568912019725
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_37,North,True,13.1,17.51829701159428
Spinach bunch,Local farmer,Produce,268,2025-06-16,2025-06-24,8,4.9,1.0,donate,Delhi,False,True,True,Delhi_38,North,True,11.7,4.953354735954428
Banana 6pcs,Local farmer,Produce,154,2025-06-14,2025-06-21,7,5.6,1.0,donate,Mumbai,True,True,True,Mumbai_15,West,False,3.6,6.091653324219069
Bingo mad angles,Itc,Snacks,289,2025-06-27,2025-07-07,10,13.2,0.49,none,Kanpur,False,False,False,Kanpur_48,North,Not Recorded,11.7,12.221381162809507
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_39,North,True,4.6,0.5320828498705751
White bread,Harvest gold,Bakery,162,2025-06-26,2025-07-02,6,14.2,0.57,monitor,Bangalore,False,False,False,Bangalore_25,South,Not Recorded,14.9,15.169216917531031
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_26,South,Not Recorded,4.5,4.164353553482537
Lays chips 100g,Pepsico,Snacks,232,2025-06-23,2025-07-03,10,9.7,0.96,donate,Kanpur,False,False,False,Kanpur_49,North,Not Recorded,11.5,11.014136717955552
Amul milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,4,4.6,0.26,none,Chennai,False,False,True,Chennai_35,South,Not Recorded,8.0,5.204514120956164
Mutton mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,7,24.6,0.48,none,Bangalore,False,False,True,Bangalore_27,South,Not Recorded,2.4,20.20134884813332
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_50,North,Not Recorded,6.4,14.523430718350882
Fish fillet 300g,Freshcatch,Meat,206,2025-06-18,2025-06-29,11,17.1,1.0,donate,Bangalore,True,False,True,Bangalore_28,South,Not Recorded,5.8,18.607592502434525
Spinach bunch,Local farmer,Produce,268,2025-06-16,2025-06-24,8,4.9,1.0,donate,Delhi,False,True,True,Delhi_40,North,True,6.5,5.811750067291721
Spinach bunch,Local farmer,Produce,115,2025-06-16,2025-06-23,7,22.4,1.0,donate,Kanpur,True,True,True,Kanpur_51,North,Not Recorded,10.7,20.042690037882352
Kurkure masala,Pepsico,Snacks,283,2025-06-12,2025-06-15,3,12.9,1.0,donate,Chennai,True,False,False,Chennai_36,South,Not Recorded,5.6,11.640395062835443
Lays chips 100g,Pepsico,Snacks,116,2025-06-14,2025-06-22,8,7.0,1.0,donate,Kanpur,True,True,False,Kanpur_52,North,Not Recorded,11.0,6.179841336439774
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_37,South,Not Recorded,14.0,11.976405613326694
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_41,North,True,6.4,24.26385863647381
Amul milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,12,14.1,0.31,none,Chennai,False,True,True,Chennai_38,South,Not Recorded,8.1,13.663122501148452
Fish fillet 300g,Freshcatch,Meat,37,2025-06-15,2025-06-18,3,4.2,1.0,donate,Mumbai,True,True,True,Mumbai_16,West,False,5.8,4.068771751310263
Bingo mad angles,Itc,Snacks,63,2025-06-25,2025-07-02,7,14.9,0.21,none,Mumbai,False,False,False,Mumbai_17,West,False,13.1,12.951608562206818
Mutton mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,12,22.0,0.29,none,Delhi,False,True,True,Delhi_42,North,True,12.4,18.55922787501462
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_43,North,True,2.3,19.1635945697461
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_39,South,Not Recorded,13.0,12.423330080312384
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_44,North,True,14.2,21.716830736960773
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_40,South,Not Recorded,5.1,11.530870972023166
Bingo mad angles,Itc,Snacks,26,2025-06-15,2025-06-24,9,13.7,0.76,discount,Kanpur,False,False,False,Kanpur_53,North,Not Recorded,13.6,13.07631332467675
Kurkure masala,Pepsico,Snacks,59,2025-06-20,2025-06-23,3,12.2,1.0,donate,Chennai,True,True,False,Chennai_41,South,Not Recorded,2.4,13.86809376292993
Nestlé yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,3,20.1,1.0,donate,Mumbai,False,True,True,Mumbai_18,West,False,4.3,18.20194660505756
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_42,South,Not Recorded,6.6,9.999784946387043
Banana 6pcs,Local farmer,Produce,154,2025-06-14,2025-06-21,7,5.6,1.0,donate,Mumbai,True,True,True,Mumbai_19,West,False,14.8,5.934264599052246
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_20,West,False,8.2,27.93714902190828
Kurkure masala,Pepsico,Snacks,59,2025-06-20,2025-06-23,3,12.2,1.0,donate,Chennai,True,True,False,Chennai_43,South,Not Recorded,14.6,12.370107727344044
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_45,North,True,4.2,0.6619376184179412
Mutton mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,12,22.0,0.29,none,Delhi,False,True,True,Delhi_46,North,True,10.5,22.769063607823448
Amul milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,4,4.6,0.26,none,Chennai,False,False,True,Chennai_44,South,Not Recorded,5.8,5.025474200250203
Brown bun pack,Harvest gold,Bakery,90,2025-06-26,2025-07-08,12,22.4,0.08,none,Chennai,False,True,False,Chennai_45,South,Not Recorded,5.5,19.058312939768246
Brown bun pack,Harvest gold,Bakery,90,2025-06-26,2025-07-08,12,22.4,0.08,none,Chennai,False,True,False,Chennai_46,South,Not Recorded,12.2,19.815661800152085
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_21,West,False,9.5,24.23643333807484
Bingo mad angles,Itc,Snacks,289,2025-06-27,2025-07-07,10,13.2,0.49,none,Kanpur,False,False,False,Kanpur_54,North,Not Recorded,6.2,11.55730828601303
Lays chips 100g,Pepsico,Snacks,144,2025-06-14,2025-06-24,10,13.6,1.0,donate,Chennai,True,False,False,Chennai_47,South,Not Recorded,10.9,12.758948404014006
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_29,South,Not Recorded,8.9,7.929286760497273
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_47,North,True,10.8,0.4906095136331367
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_55,North,Not Recorded,14.4,19.471943181066912
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_30,South,Not Recorded,7.3,10.678006118328062
Tomato 1kg,Local farmer,Produce,204,2025-06-18,2025-06-21,3,9.7,1.0,donate,Kanpur,False,True,True,Kanpur_56,North,Not Recorded,3.5,10.42982204275028
White bread,Harvest gold,Bakery,261,2025-06-25,2025-07-04,9,20.0,0.43,none,Bangalore,False,False,False,Bangalore_31,South,Not Recorded,8.0,16.465170989448005
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_48,South,Not Recorded,2.9,11.760386169777416
Kurkure masala,Pepsico,Snacks,283,2025-06-12,2025-06-15,3,12.9,1.0,donate,Chennai,True,False,False,Chennai_49,South,Not Recorded,7.1,13.008126073258577
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_48,North,True,3.2,0.5619642523536623
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_49,North,True,6.0,2.627913430941493
Brown bun pack,Harvest gold,Bakery,90,2025-06-26,2025-07-08,12,22.4,0.08,none,Chennai,False,True,False,Chennai_50,South,Not Recorded,8.6,23.55534509047028
Mutton mince 250g,Godrej,Meat,271,2025-06-22,2025-07-04,12,8.9,1.0,donate,Delhi,False,False,True,Delhi_50,North,True,12.2,7.7715421048199325
Multigrain cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,5,10.4,0.58,monitor,Kanpur,False,False,False,Kanpur_57,North,Not Recorded,6.9,10.701597085127837
Chicken breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,9,2.8,1.0,donate,Kanpur,True,True,True,Kanpur_58,North,Not Recorded,8.1,2.99794281262086
Lays chips 100g,Pepsico,Snacks,144,2025-06-14,2025-06-24,10,13.6,1.0,donate,Chennai,True,False,False,Chennai_51,South,Not Recorded,10.1,16.280982284271946
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_32,South,Not Recorded,2.4,8.065967435703437
Lays chips 100g,Pepsico,Snacks,232,2025-06-23,2025-07-03,10,9.7,0.96,donate,Kanpur,False,False,False,Kanpur_59,North,Not Recorded,2.0,9.720289320273668
Bingo mad angles,Itc,Snacks,63,2025-06-25,2025-07-02,7,14.9,0.21,none,Mumbai,False,False,False,Mumbai_22,West,False,9.7,15.315659113325752
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_33,South,Not Recorded,2.7,3.800676979590456
Multigrain cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,11,9.0,1.0,donate,Kanpur,True,False,False,Kanpur_60,North,Not Recorded,8.1,9.401435141061894
Bingo mad angles,Itc,Snacks,289,2025-06-27,2025-07-07,10,13.2,0.49,none,Kanpur,False,False,False,Kanpur_61,North,Not Recorded,3.6,14.755742143776828
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_51,North,True,14.9,2.8478040858955174
Nestlé yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,4,2.0,1.0,donate,Delhi,True,False,True,Delhi_52,North,True,12.1,2.2424720551489257
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_34,South,Not Recorded,2.4,4.24657132219609
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_35,South,Not Recorded,10.3,4.06408059362634
Amul milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,12,14.1,0.31,none,Chennai,False,True,True,Chennai_52,South,Not Recorded,5.4,11.495258125951658
Amul milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,12,14.1,0.31,none,Chennai,False,True,True,Chennai_53,South,Not Recorded,12.5,16.543789603102397
Fish fillet 300g,Freshcatch,Meat,228,2025-06-23,2025-06-27,4,20.6,1.0,donate,Bangalore,True,False,True,Bangalore_36,South,Not Recorded,7.6,20.15506463076117
White bread,Harvest gold,Bakery,261,2025-06-25,2025-07-04,9,20.0,0.43,none,Bangalore,False,False,False,Bangalore_37,South,Not Recorded,5.0,17.75095303066924
Brown bun pack,Harvest gold,Bakery,32,2025-06-24,2025-06-27,3,21.3,0.6,monitor,Delhi,False,False,False,Delhi_53,North,True,5.4,17.90196827158625
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_38,South,Not Recorded,3.8,4.045695449188197
Chicken breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,6,10.3,1.0,donate,Delhi,False,True,True,Delhi_54,North,True,13.3,9.766950230782566
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_55,North,True,13.1,0.5856789004589457
Spinach bunch,Local farmer,Produce,268,2025-06-16,2025-06-24,8,4.9,1.0,donate,Delhi,False,True,True,Delhi_56,North,True,4.6,4.415558039121852
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_54,South,Not Recorded,14.6,13.522657867703318
Mutton mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,12,22.0,0.29,none,Delhi,False,True,True,Delhi_57,North,True,6.5,20.90565717245647
Lays chips 100g,Pepsico,Snacks,144,2025-06-14,2025-06-24,10,13.6,1.0,donate,Chennai,True,False,False,Chennai_55,South,Not Recorded,13.7,13.42249464331372
White bread,Harvest gold,Bakery,162,2025-06-26,2025-07-02,6,14.2,0.57,monitor,Bangalore,False,False,False,Bangalore_39,South,Not Recorded,13.4,12.639068693362814
Nestlé yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,3,20.1,1.0,donate,Mumbai,False,True,True,Mumbai_23,West,False,4.1,20.174992897688828
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_58,North,True,13.6,0.542974294852877
Nestlé yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,4,2.0,1.0,donate,Delhi,True,False,True,Delhi_59,North,True,13.5,1.6317317995550134
Mutton mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,7,24.6,0.48,none,Bangalore,False,False,True,Bangalore_40,South,Not Recorded,14.0,28.14099413357596
Mutton mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,12,22.0,0.29,none,Delhi,False,True,True,Delhi_60,North,True,12.2,22.34855652566437
Amul milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,4,4.6,0.26,none,Chennai,False,False,True,Chennai_56,South,Not Recorded,5.1,4.014848053364737
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_57,South,Not Recorded,9.5,9.693836281243703
Spinach bunch,Local farmer,Produce,268,2025-06-16,2025-06-24,8,4.9,1.0,donate,Delhi,False,True,True,Delhi_61,North,True,3.4,4.240478699423167
Bingo mad angles,Itc,Snacks,289,2025-06-27,2025-07-07,10,13.2,0.49,none,Kanpur,False,False,False,Kanpur_62,North,Not Recorded,15.0,13.594152912692476
Amul milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,12,14.1,0.31,none,Chennai,False,True,True,Chennai_58,South,Not Recorded,8.1,15.89196032218575
Lays chips 100g,Pepsico,Snacks,116,2025-06-14,2025-06-22,8,7.0,1.0,donate,Kanpur,True,True,False,Kanpur_63,North,Not Recorded,8.6,7.379854424987331
Brown bun pack,Harvest gold,Bakery,90,2025-06-26,2025-07-08,12,22.4,0.08,none,Chennai,False,True,False,Chennai_59,South,Not Recorded,13.1,19.01041207737472
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_41,South,Not Recorded,13.0,9.45090723296851
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_42,South,Not Recorded,14.0,8.732652868346557
Lays chips 100g,Pepsico,Snacks,116,2025-06-14,2025-06-22,8,7.0,1.0,donate,Kanpur,True,True,False,Kanpur_64,North,Not Recorded,5.1,7.556049566667808
White bread,Harvest gold,Bakery,162,2025-06-26,2025-07-02,6,14.2,0.57,monitor,Bangalore,False,False,False,Bangalore_43,South,Not Recorded,5.9,11.47451307067723
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_65,North,Not Recorded,12.3,28.119218017332276
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_66,North,Not Recorded,8.7,25.949991711395334
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_67,North,Not Recorded,13.4,14.275960131734236
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_62,North,True,5.0,0.7025049138748536
Multigrain cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,11,9.0,1.0,donate,Kanpur,True,False,False,Kanpur_68,North,Not Recorded,4.5,9.773977023436345
Nestlé yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,3,20.1,1.0,donate,Mumbai,False,True,True,Mumbai_24,West,False,4.3,17.696946058517483
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_69,North,Not Recorded,12.7,24.84764168338715
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_60,South,Not Recorded,2.3,12.359708712555516
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_70,North,Not Recorded,13.1,23.231400920898924
Spinach bunch,Local farmer,Produce,145,2025-06-15,2025-06-22,7,15.8,1.0,donate,Kanpur,True,False,True,Kanpur_71,North,Not Recorded,2.9,17.156042321792455
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_72,North,Not Recorded,4.0,20.330771716349467
Multigrain cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,11,9.0,1.0,donate,Kanpur,True,False,False,Kanpur_73,North,Not Recorded,13.7,9.232483398435948
Multigrain cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,11,9.0,1.0,donate,Kanpur,True,False,False,Kanpur_74,North,Not Recorded,11.8,9.259686023144122
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_44,South,Not Recorded,5.1,4.146823306707194
Kurkure masala,Pepsico,Snacks,283,2025-06-12,2025-06-15,3,12.9,1.0,donate,Chennai,True,False,False,Chennai_61,South,Not Recorded,9.0,10.362075091380772
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_62,South,Not Recorded,9.6,10.491756679883473
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_45,South,Not Recorded,14.2,10.583978531923828
Spinach bunch,Local farmer,Produce,268,2025-06-16,2025-06-24,8,4.9,1.0,donate,Delhi,False,True,True,Delhi_63,North,True,11.6,5.794683856860759
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_63,South,Not Recorded,12.7,10.417276000201364
Brown bun pack,Harvest gold,Bakery,247,2025-06-25,2025-07-03,8,10.0,0.99,donate,Chennai,False,False,False,Chennai_64,South,Not Recorded,2.5,9.776070940105727
Multigrain cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,11,9.0,1.0,donate,Kanpur,True,False,False,Kanpur_75,North,Not Recorded,5.2,7.758000339879617
Amul milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,12,14.1,0.31,none,Chennai,False,True,True,Chennai_65,South,Not Recorded,5.4,11.744531627414586
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_25,West,False,14.1,18.814315526292077
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_46,South,Not Recorded,8.8,7.338581390866389
Nestlé yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,4,2.0,1.0,donate,Delhi,True,False,True,Delhi_64,North,True,2.2,2.3680444957371174
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_47,South,Not Recorded,6.0,7.940442140309595
Tomato 1kg,Local farmer,Produce,204,2025-06-18,2025-06-21,3,9.7,1.0,donate,Kanpur,False,True,True,Kanpur_76,North,Not Recorded,3.5,8.166836518268466
Brown bun pack,Harvest gold,Bakery,32,2025-06-24,2025-06-27,3,21.3,0.6,monitor,Delhi,False,False,False,Delhi_65,North,True,9.8,24.41307412946513
Spinach bunch,Local farmer,Produce,145,2025-06-15,2025-06-22,7,15.8,1.0,donate,Kanpur,True,False,True,Kanpur_77,North,Not Recorded,6.9,18.001614911016613
Fish fillet 300g,Freshcatch,Meat,40,2025-06-21,2025-06-25,4,12.5,1.0,donate,Chennai,True,True,True,Chennai_66,South,Not Recorded,3.8,11.406465769956569
Lays chips 100g,Pepsico,Snacks,116,2025-06-14,2025-06-22,8,7.0,1.0,donate,Kanpur,True,True,False,Kanpur_78,North,Not Recorded,11.0,7.945850315215377
Banana 6pcs,Local farmer,Produce,154,2025-06-14,2025-06-21,7,5.6,1.0,donate,Mumbai,True,True,True,Mumbai_26,West,False,5.1,6.582404722490617
Fish fillet 300g,Freshcatch,Meat,206,2025-06-18,2025-06-29,11,17.1,1.0,donate,Bangalore,True,False,True,Bangalore_48,South,Not Recorded,5.8,14.6554837991467
Nestlé yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,4,2.0,1.0,donate,Delhi,True,False,True,Delhi_66,North,True,2.1,2.3446876672383694
Bingo mad angles,Itc,Snacks,63,2025-06-25,2025-07-02,7,14.9,0.21,none,Mumbai,False,False,False,Mumbai_27,West,False,4.0,15.395012608922611
Brown bun pack,Harvest gold,Bakery,32,2025-06-24,2025-06-27,3,21.3,0.6,monitor,Delhi,False,False,False,Delhi_67,North,True,13.7,22.680813393028416
Spinach bunch,Local farmer,Produce,115,2025-06-16,2025-06-23,7,22.4,1.0,donate,Kanpur,True,True,True,Kanpur_79,North,Not Recorded,11.5,24.41996071327996
Spinach bunch,Local farmer,Produce,253,2025-06-12,2025-06-15,3,12.6,1.0,donate,Kanpur,True,True,True,Kanpur_80,North,Not Recorded,4.3,11.72572826822866
Spinach bunch,Local farmer,Produce,268,2025-06-16,2025-06-24,8,4.9,1.0,donate,Delhi,False,True,True,Delhi_68,North,True,14.0,4.18544826516638
Amul milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,4,4.6,0.26,none,Chennai,False,False,True,Chennai_67,South,Not Recorded,8.1,5.326234856770132
Nestlé yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,4,2.0,1.0,donate,Delhi,True,False,True,Delhi_69,North,True,10.5,1.856378100223694
Spinach bunch,Local farmer,Produce,253,2025-06-12,2025-06-15,3,12.6,1.0,donate,Kanpur,True,True,True,Kanpur_81,North,Not Recorded,9.8,14.796663912228402
Multigrain cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,5,10.4,0.58,monitor,Kanpur,False,False,False,Kanpur_82,North,Not Recorded,2.6,8.878790528401783
Nestlé yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,3,20.1,1.0,donate,Mumbai,False,True,True,Mumbai_28,West,False,5.8,20.83254297603935
Fish fillet 300g,Freshcatch,Meat,228,2025-06-23,2025-06-27,4,20.6,1.0,donate,Bangalore,True,False,True,Bangalore_49,South,Not Recorded,4.0,22.753051504744672
Chicken breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,9,2.8,1.0,donate,Kanpur,True,True,True,Kanpur_83,North,Not Recorded,4.5,2.7417436562911277
Brown bun pack,Harvest gold,Bakery,247,2025-06-25,2025-07-03,8,10.0,0.99,donate,Chennai,False,False,False,Chennai_68,South,Not Recorded,3.1,11.160228903739764
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_29,West,False,5.4,27.23316253672581
Nestlé yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,3,20.1,1.0,donate,Mumbai,False,True,True,Mumbai_30,West,False,11.5,19.617000721230163
Brown bun pack,Harvest gold,Bakery,247,2025-06-25,2025-07-03,8,10.0,0.99,donate,Chennai,False,False,False,Chennai_69,South,Not Recorded,12.6,10.449095397748405
Fish fillet 300g,Freshcatch,Meat,228,2025-06-23,2025-06-27,4,20.6,1.0,donate,Bangalore,True,False,True,Bangalore_50,South,Not Recorded,10.8,20.22652683912352
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_51,South,Not Recorded,11.7,7.17597651239238
Lays chips 100g,Pepsico,Snacks,232,2025-06-23,2025-07-03,10,9.7,0.96,donate,Kanpur,False,False,False,Kanpur_84,North,Not Recorded,3.6,9.51526125521794
White bread,Harvest gold,Bakery,162,2025-06-26,2025-07-02,6,14.2,0.57,monitor,Bangalore,False,False,False,Bangalore_52,South,Not Recorded,3.0,14.166250600342126
Spinach bunch,Local farmer,Produce,268,2025-06-16,2025-06-24,8,4.9,1.0,donate,Delhi,False,True,True,Delhi_70,North,True,6.6,5.81288303599399
Fish fillet 300g,Freshcatch,Meat,37,2025-06-15,2025-06-18,3,4.2,1.0,donate,Mumbai,True,True,True,Mumbai_31,West,False,4.9,3.744706920676577
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_71,North,True,9.8,0.6566348041614615
Nestlé yogurt 150g,Nestlé,Dairy,267,2025-06-13,2025-06-16,3,21.8,1.0,donate,Bangalore,False,False,True,Bangalore_53,South,Not Recorded,6.7,24.128619966780523
Fish fillet 300g,Freshcatch,Meat,37,2025-06-15,2025-06-18,3,4.2,1.0,donate,Mumbai,True,True,True,Mumbai_32,West,False,4.5,4.209856272769771
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_70,South,Not Recorded,11.5,14.402281125816357
Brown bun pack,Harvest gold,Bakery,32,2025-06-24,2025-06-27,3,21.3,0.6,monitor,Delhi,False,False,False,Delhi_72,North,True,12.8,19.999840821490977
