transaction_id,customer_id,transaction_date,transaction_time,customer_age_group,customer_location_city,customer_location_state,zip_code,membership_tier,product_category,product_name,quantity,unit_price,total_amount,payment_method
TXN006090,CUST00551,2025-08-06,10:11,36-45,Las Vegas,NV,70913,,Concentrates,Distillate 1g,3,54.04,162.12,Digital Wallet
TXN037280,CUST00790,2024-08-28,14:50,46-55,Los Angeles,CA,33262,Silver,Flower,OG Kush,1,40.64,40.64,Digital Wallet
TXN021391,CUST00072,2024-08-06,10:47,36-45,Boulder,CO,67347,Silver,Concentrates,Live Resin 1g,1,50.94,50.94,Digital Wallet
TXN032101,CUST00792,2025-04-11,15:47,56+,San Francisco,CA,17944,Silver,Flower,OG Kush,1,38.68,38.68,Cash
TXN013621,CUST00774,2025-09-17,15:51,46-55,Tucson,AZ,73677,Gold,Vapes,Hybrid Cart 0.5g,1,35.9,35.9,Credit Card
TXN004960,CUST00359,29-03-2025,18:54,26-35,Seattle,WA,73998,Gold,Accessories,Storage Container,2,14.3,28.61,Digital Wallet
TXN043991,CUST00972,2025-08-24,18:30,36-45,Portland,OR,58567,Platinum,Flower,Pineapple Express,1,35.08,35.08,Digital Wallet
TXN042963,CUST00956,2025-05-23,11:32,18-25,Las Vegas,NV,23275,Silver,Flower,Gelato,3,44.29,132.88,Debit Card
TXN052400,CUST00206,2025-02-16,10:09,18-25,Boulder,CO,34442,Standard,Vapes,Disposable Vape,1,31.19,31.19,Digital Wallet
TXN026221,CUST00679,2025-10-06,11:32,36-45,San Diego,CA,18856,Gold,Flower,Granddaddy Purple,1,36.3,36.3,Digital Wallet
TXN012711,CUST00247,2025-04-09,09:07,36-45,Boulder,CO,82035,Standard,Concentrates,Distillate 1g,2,53.02,106.04,Digital Wallet
TXN067730,CUST01027,2025-03-03,19:21,46-55,Denver,CO,,Standard,Accessories,Glass Pipe,1,30.62,30.62,Cash
TXN034500,CUST00415,2024-11-23,19:45,46-55,Phoenix,AZ,46765,Standard,Accessories,Storage Container,1,14.5,14.5,Debit Card
TXN044350,CUST00115,2024-09-22,11:35,46-55,Phoenix,AZ,74899,Silver,Accessories,Lighter,1,3.08,3.08,Credit Card
TXN054740,CUST00613,2024-11-12,19:20,56+,Las Vegas,NV,15269,Silver,Concentrates,Shatter 1g,1,46.35,46.35,Cash
TXN051501,CUST00277,2025-08-04,14:36,26-35,San Francisco,CA,78070,Standard,Accessories,Lighter,3,2.87,8.6,Digital Wallet
TXN036170,CUST00782,2025-02-13,15:31,46-55,Phoenix,AZ,11551,Gold,Flower,Sour Diesel,2,38.81,77.63,Digital Wallet
TXN018550,CUST00374,2025-08-28,20:02,56+,Phoenix,AZ,69707,,Accessories,Grinder,3,25.75,77.24,Credit Card
TXN063891,CUST01002,2025-11-07,17:57,26-35,Boulder,CO,64358,Platinum,Topicals,THC Balm 200mg,1,36.39,36.39,Digital Wallet
TXN018850,CUST00463,2025-05-12,15:16,36-45,Phoenix,AZ,96821,Gold,Accessories,Glass Pipe,2,28.94,57.88,Digital Wallet
TXN061010,CUST00891,2024-09-16,13:58,26-35,Tucson,AZ,22657,Silver,Vapes,Hybrid Cart 0.5g,1,36.1,36.1,Debit Card
TXN010640,CUST00174,2025-06-28,19:27,36-45,San Diego,CA,92349,Platinum,Topicals,THC Balm 200mg,1,34.03,34.03,Cash
TXN078020,CUST00342,2025-09-03,18:54,18-25,Tucson,AZ,77001,Standard,Flower,Sour Diesel,1,38.15,38.15,Digital Wallet
TXN015691,CUST00869,2024-09-24,19:48,46-55,San Francisco,California,35325,Standard,Flower,Blue Dream,1,35.2,35.2,Debit Card
TXN054170,CUST01075,2024-10-12,17:11,36-45,San Francisco,CA,73262,Gold,Topicals,THC Balm 200mg,2,34.69,69.39,Cash
TXN009161,CUST00650,2025-06-16,18:04,18-25,San Diego,CA,58613,Silver,Accessories,Lighter,1,3.12,3.12,Cash
TXN025390,CUST00502,2024-08-14,09:53,36-45,Phoenix,AZ,53647,Gold,Flower,Wedding Cake,1,43.7,43.7,Cash
TXN007770,CUST00393,2025-06-22,20:18,56+,Portland,OR,34899,Platinum,Topicals,Massage Oil 200mg,1,43.6,43.6,Debit Card
TXN044940,CUST00314,2025-02-16,18:23,26-35,San Francisco,California,78241,Standard,Vapes,Sativa Cart 0.5g,1,34.78,34.78,Debit Card
TXN062990,CUST00261,2024-08-01,19:26,46-55,los angeles,CA,29957,Silver,Concentrates,Shatter 1g,1,44.71,44.71,Digital Wallet
TXN055901,CUST01195,2025-08-08,09:44,46-55,Los Angeles,CA,73055,Silver,Accessories,Glass Pipe,1,28.94,28.94,Digital Wallet
TXN076790,CUST00955,2024-11-12,09:11,18-25,San Francisco,CA,79120,Silver,Topicals,Bath Bomb 100mg,2,24.08,48.15,Cash
TXN042620,CUST00125,2025-06-23,09:00,56+,Portland,OR,76379,Platinum,Accessories,Storage Container,1,14.41,14.41,Debit Card
TXN058520,CUST00971,2024-11-07,18:01,46-55,Portland,OR,37656,Standard,Edibles,Brownies 100mg,1,19.01,19.01,Debit Card
TXN054431,CUST00963,2024-09-04,18:13,36-45,Boulder,CO,25095,Standard,Edibles,Brownies 100mg,1,19.68,19.68,Cash
TXN008400,CUST00042,05-02-2025,20:08,46-55,Denver,CO,17050,Gold,Topicals,Massage Oil 200mg,2,46.69,93.37,Credit Card
TXN035120,CUST00913,2026-01-17,20:39,36-45,Seattle,WA,,,Vapes,Sativa Cart 0.5g,1,34.12,34.12,Credit Card
TXN055840,CUST00212,2024-11-30,17:45,36-45,Portland,OR,75515,Silver,Vapes,Hybrid Cart 0.5g,2,35.85,71.7,Credit Card
TXN069310,CUST00291,2024-07-10,13:20,36-45,Portland,OR,76139,Platinum,Topicals,THC Balm 200mg,1,36.22,36.22,Credit Card
TXN054820,CUST00180,2025-12-27,15:29,46-55,Las Vegas,NV,97779,Gold,Topicals,Bath Bomb 100mg,1,25.09,25.09,Credit Card
TXN028141,CUST01179,2025-06-10,11:09,36-45,Seattle,WA,64034,Platinum,Vapes,Disposable Vape,1,29.37,29.37,Cash
TXN041980,CUST00077,2024-08-11,19:56,56+,Boulder,CO,11196,Standard,Topicals,CBD Lotion 100mg,1,38.36,38.36,Digital Wallet
TXN045490,CUST00255,2025-12-07,10:32,26-35,Las Vegas,NV,73453,Silver,Vapes,Hybrid Cart 0.5g,1,36.65,36.65,Cash
TXN010060,CUST00866,2024-12-19,20:57,,San Francisco,CA,33097,Platinum,Topicals,Bath Bomb 100mg,1,24.27,24.27,Cash
TXN007990,CUST00480,2024-09-06,13:36,18-25,Las Vegas,NV,83212,Standard,Concentrates,Rosin 1g,1,59.23,59.23,Digital Wallet
TXN013801,CUST01172,21-09-2024,11:30,56+,Los Angeles,CA,34441,Standard,Concentrates,Shatter 1g,1,45.89,45.89,Digital Wallet
TXN028240,CUST00327,2024-10-08,20:35,26-35,Tucson,AZ,29673,Standard,Edibles,Chocolate Bar 100mg,1,21.35,21.35,Cash
TXN024520,CUST00196,2025-02-19,17:23,26-35,Las Vegas,NV,32213,Silver,Topicals,Bath Bomb 100mg,1,25.58,25.58,Cash
TXN046680,CUST00825,2025-06-15,14:55,56+,Denver,CO,76756,Gold,Concentrates,Shatter 1g,1,43.56,43.56,Debit Card
TXN011890,CUST00370,2025-03-28,09:05,56+,Portland,OR,33415,Platinum,Edibles,Hard Candy 100mg,1,21.0,21.0,Digital Wallet
TXN023850,CUST00660,2025-04-01,09:46,46-55,Las Vegas,NV,64318,Platinum,Accessories,Grinder,2,25.85,51.71,Cash
TXN045301,CUST00780,17-11-2025,11:09,36-45,Boulder,CO,11498,Standard,Topicals,Massage Oil 200mg,3,46.89,140.66,Cash
TXN064580,CUST00221,2025-11-27,17:01,26-35,Las Vegas,NV,75253,Platinum,Topicals,THC Balm 200mg,1,36.7,36.7,Debit Card
TXN078720,CUST00764,2024-11-26,16:03,26-35,Los Angeles,CA,19572,Gold,Edibles,Chocolate Bar 100mg,1,21.6,21.6,Debit Card
TXN052971,CUST00985,2025-02-18,09:46,,Tucson,AZ,94145,Platinum,Flower,Girl Scout Cookies,1,41.86,41.86,Cash
TXN041040,CUST00040,2025-07-31,11:58,56+,Boulder,CO,85239,Gold,Concentrates,Rosin 1g,1,57.68,57.68,Cash
TXN022310,CUST00407,2025-09-01,11:19,56+,Boulder,CO,62522,Gold,Concentrates,Distillate 1g,1,56.86,56.86,Debit Card
TXN067560,CUST01072,2025-03-25,16:13,18-25,Seattle,WA,22139,Platinum,Accessories,Glass Pipe,3,29.66,88.99,Digital Wallet
TXN011720,CUST01182,2024-10-11,11:18,18-25,los angeles,CA,83447,Platinum,Topicals,THC Balm 200mg,1,35.69,35.69,Credit Card
TXN076650,CUST00543,2025-11-08,10:57,26-35,Seattle,WA,43154,Silver,Topicals,Bath Bomb 100mg,1,24.8,24.8,Credit Card
TXN030360,CUST00089,2025-03-27,20:00,36-45,Portland,OR,61617,Gold,Accessories,Grinder,1,26.09,26.09,Debit Card
TXN012731,CUST00325,2024-08-16,11:34,18-25,Portland,OR,80247,Silver,Accessories,Glass Pipe,2,29.7,59.4,Debit Card
TXN020220,CUST00298,2025-04-02,18:59,18-25,Las Vegas,NV,70646,Platinum,Topicals,Massage Oil 200mg,1,45.97,45.97,Digital Wallet
TXN061220,CUST00228,2024-09-07,20:11,36-45,Los Angeles,California,11682,Standard,Accessories,Lighter,1,3.01,3.01,Digital Wallet
TXN009230,CUST01153,2024-09-08,18:38,56+,Boulder,CO,75776,Standard,Accessories,Rolling Papers,1,4.84,4.84,Cash
TXN003382,CUST00912,2025-12-25,11:15,36-45,Las Vegas,NV,25324,Silver,Edibles,Chocolate Bar 100mg,2,22.42,44.85,Debit Card
TXN028812,CUST00053,2025-04-29,14:02,56+,Denver,CO,34551,Gold,Edibles,Brownies 100mg,1,19.37,19.37,Digital Wallet
TXN062650,CUST01184,2025-06-20,16:38,56+,Tucson,AZ,38600,Platinum,Flower,Pineapple Express,1,36.64,36.64,Debit Card
TXN052142,CUST00521,2025-08-27,15:07,46-55,Los Angeles,CA,94368,Silver,Edibles,Hard Candy 100mg,2,19.74,39.47,Debit Card
TXN049691,CUST00832,07-05-2025,11:14,36-45,Tucson,AZ,71857,,Accessories,Rolling Papers,2,5.13,10.27,Credit Card
TXN022030,CUST00263,2024-08-31,10:49,56+,Portland,OR,75176,Gold,Concentrates,Shatter 1g,1,46.98,46.98,Digital Wallet
TXN059670,CUST00309,2024-09-01,11:38,26-35,Portland,OR,76473,Silver,Edibles,Gummy Bears 100mg,1,25.99,25.99,Credit Card
TXN043340,CUST00925,2024-09-19,18:51,56+,Los Angeles,CA,96649,Gold,Topicals,CBD Lotion 100mg,1,38.55,38.55,Cash
TXN071691,CUST00704,2025-06-21,15:52,18-25,Los Angeles,CA,92968,Silver,Edibles,Mints 50mg,1,15.33,15.33,Credit Card
TXN051592,CUST00316,2024-11-01,12:47,56+,Portland,OR,45562,Platinum,Topicals,Massage Oil 200mg,1,44.91,44.91,Debit Card
TXN057940,CUST00726,2025-04-27,17:48,18-25,San Diego,CA,92781,Standard,Vapes,Disposable Vape,1,30.17,30.17,Cash
TXN022900,CUST00076,2025-09-29,16:08,26-35,Phoenix,AZ,12482,Gold,Flower,Blue Dream,2,33.56,67.13,Digital Wallet
TXN007430,CUST00642,2025-10-25,10:28,18-25,Phoenix,AZ,61062,Platinum,Topicals,Bath Bomb 100mg,1,24.98,24.98,Cash
TXN018520,CUST00725,2024-10-25,14:56,46-55,Los Angeles,CA,73499,Platinum,Accessories,Rolling Papers,1,5.07,5.07,Credit Card
TXN022850,CUST00952,2025-09-07,13:42,36-45,Seattle,WA,90059,Standard,Flower,Blue Dream,1,33.85,33.85,Digital Wallet
TXN036680,CUST00974,2025-04-07,10:26,36-45,Seattle,WA,38649,Platinum,Flower,Gelato,1,42.1,42.1,Cash
TXN068740,CUST00317,2026-01-03,11:23,18-25,Seattle,WA,11184,Standard,Concentrates,Live Resin 1g,1,52.05,52.05,Digital Wallet
TXN026790,CUST00763,2025-09-27,15:47,56+,Los Angeles,CA,,Platinum,Topicals,THC Balm 200mg,1,35.45,35.45,Digital Wallet
TXN044033,CUST00679,2025-09-02,15:09,36-45,Las Vegas,NV,97020,Silver,Vapes,Live Resin Cart 0.5g,1,43.73,43.73,Credit Card
TXN019581,CUST00234,2024-10-13,17:14,18-25,Portland,OR,93738,Silver,Edibles,Mints 50mg,2,15.18,30.36,Digital Wallet
TXN060251,CUST00506,2024-07-24,17:35,56+,Las Vegas,NV,73949,,Topicals,THC Balm 200mg,1,36.07,36.07,Cash
TXN019620,CUST00740,2025-11-28,15:28,36-45,Los Angeles,ca,66957,Gold,Topicals,Massage Oil 200mg,1,45.45,45.45,Debit Card
TXN056280,CUST00341,2024-09-04,14:35,18-25,Las Vegas,NV,45184,Silver,Edibles,Mints 50mg,1,15.64,15.64,Debit Card
TXN015260,CUST00294,2024-08-13,10:55,56+,Tucson,AZ,94531,Standard,Accessories,Rolling Papers,1,5.17,5.17,Digital Wallet
TXN041401,CUST00146,2025-06-18,19:20,18-25,San Diego,CA,49883,Platinum,Topicals,THC Balm 200mg,3,35.38,106.14,Digital Wallet
TXN069432,CUST00051,2024-12-14,16:20,56+,Boulder,CO,25300,Platinum,Flower,Wedding Cake,1,43.83,43.83,Digital Wallet
TXN052790,CUST00301,2025-07-07,19:12,26-35,Seattle,WA,,Gold,Edibles,Mints 50mg,1,14.36,14.36,Debit Card
TXN042550,CUST00666,2024-12-11,18:02,18-25,Phoenix,AZ,40503,Platinum,Topicals,Bath Bomb 100mg,1,25.36,25.36,Debit Card
TXN069701,CUST00319,2024-10-09,17:38,36-45,San Francisco,CA,47124,Silver,Concentrates,Distillate 1g,2,52.57,105.14,Credit Card
TXN070140,CUST00317,2025-11-26,11:35,,San Diego,CA,38556,Silver,Accessories,Lighter,1,3.15,3.15,Debit Card
TXN076150,CUST00435,2025-09-21,11:53,18-25,Boulder,CO,66103,Standard,Topicals,Massage Oil 200mg,1,46.36,46.36,Digital Wallet
TXN037961,CUST00209,2025-03-07,12:22,46-55,Seattle,WA,84952,Platinum,Accessories,Lighter,2,3.03,6.05,Cash
TXN072770,CUST00418,2026-01-02,15:55,36-45,Las Vegas,NV,80525,Gold,Accessories,Glass Pipe,1,29.23,29.23,Debit Card
TXN012480,CUST00105,2026-01-13,17:38,26-35,Los Angeles,CA,28338,Gold,Accessories,Rolling Papers,2,5.23,10.47,Cash
TXN022090,CUST00168,2025-08-14,10:28,18-25,Tucson,AZ,67046,Silver,Edibles,Brownies 100mg,2,19.25,38.5,Debit Card
TXN071650,CUST00807,2024-09-12,18:57,56+,Seattle,WA,20612,Platinum,Concentrates,Live Resin 1g,1,48.01,48.01,Debit Card
TXN035581,CUST00708,2025-09-16,16:53,46-55,Boulder,CO,35812,Silver,Concentrates,Live Resin 1g,1,49.51,49.51,Cash
TXN023141,CUST01116,2025-07-24,11:45,46-55,Phoenix,AZ,29665,Silver,Accessories,Glass Pipe,1,29.05,29.05,Credit Card
TXN071190,CUST00659,2024-09-08,20:11,18-25,Seattle,WA,13357,Standard,Topicals,Bath Bomb 100mg,1,24.66,24.66,Credit Card
TXN020820,CUST00378,2026-01-30,14:42,56+,San Francisco,ca,88368,Silver,Topicals,Massage Oil 200mg,1,45.51,45.51,Debit Card
TXN024931,CUST00633,2025-04-29,19:32,56+,Tucson,AZ,24360,Gold,Topicals,CBD Lotion 100mg,1,38.37,38.37,Credit Card
TXN077011,CUST00667,2024-08-02,15:28,26-35,Seattle,WA,90139,Silver,Vapes,Live Resin Cart 0.5g,1,47.03,47.03,Digital Wallet
TXN039172,CUST00184,2025-07-13,10:00,46-55,San Francisco,CA,47871,,Concentrates,Distillate 1g,1,55.49,55.49,Digital Wallet
TXN004200,CUST00051,2024-11-05,10:52,46-55,Denver,CO,90405,Standard,Flower,Granddaddy Purple,1,38.79,38.79,Debit Card
TXN072970,CUST01118,2024-07-09,17:32,36-45,San Francisco,California,13520,Standard,Concentrates,Shatter 1g,1,43.22,43.22,Credit Card
TXN008681,CUST00826,2024-10-14,15:39,36-45,Phoenix,AZ,13009,Silver,Vapes,Live Resin Cart 0.5g,1,47.07,47.07,Credit Card
TXN030972,CUST00896,2025-04-22,11:46,26-35,Tucson,AZ,28569,Silver,Topicals,CBD Lotion 100mg,2,39.92,79.85,Debit Card
TXN016281,CUST00106,2025-04-30,15:00,56+,Tucson,AZ,48625,Platinum,Concentrates,Rosin 1g,1,58.68,58.68,Cash
TXN009901,CUST00327,2024-08-30,11:02,46-55,Boulder,CO,93105,Gold,Topicals,THC Balm 200mg,1,35.61,35.61,Credit Card
TXN073450,CUST00299,2024-12-24,13:25,46-55,San Diego,CA,46621,Silver,Concentrates,Wax 1g,1,47.83,47.83,Cash
TXN036750,CUST00371,2025-07-07,15:18,56+,Los Angeles,CA,78375,Gold,Vapes,Indica Cart 0.5g,1,33.63,33.63,Cash
TXN011002,CUST00261,2024-07-13,09:06,26-35,Las Vegas,NV,74871,,Flower,Pineapple Express,1,36.38,36.38,Credit Card
TXN077151,CUST00844,2025-01-27,14:42,46-55,Portland,OR,50845,Silver,Vapes,Hybrid Cart 0.5g,2,33.78,67.55,Cash
TXN018450,CUST00111,2024-12-13,17:51,36-45,Seattle,WA,12452,Gold,Flower,Blue Dream,1,36.5,36.5,Credit Card
TXN029060,CUST00560,2025-10-25,20:54,56+,Seattle,WA,85243,Standard,Vapes,Live Resin Cart 0.5g,1,45.36,45.36,Digital Wallet
TXN011520,CUST00564,2025-07-18,09:10,56+,Phoenix,AZ,15845,Platinum,Flower,Wedding Cake,1,47.22,47.22,Digital Wallet
TXN048381,CUST01002,2025-07-16,10:37,26-35,Portland,OR,41917,Standard,Accessories,Grinder,1,25.3,25.3,Digital Wallet
TXN016171,CUST01140,2024-09-26,20:03,56+,Boulder,CO,71773,Standard,Concentrates,Shatter 1g,1,44.85,44.85,Credit Card
TXN057920,CUST01069,2025-05-14,17:37,36-45,Boulder,CO,36464,Silver,Edibles,Cookies 50mg,1,18.89,18.89,Debit Card
TXN060721,CUST00640,2025-09-19,15:32,56+,Tucson,AZ,89340,Platinum,Flower,Pineapple Express,1,34.65,34.65,Credit Card
TXN059020,CUST00401,2024-07-18,15:31,36-45,Tucson,AZ,23995,Gold,Vapes,Live Resin Cart 0.5g,1,45.37,45.37,Digital Wallet
TXN051660,CUST00859,2025-01-28,18:50,18-25,Los Angeles,CA,20618,Platinum,Edibles,Gummy Bears 100mg,1,24.12,24.12,Cash
TXN048701,CUST00377,2025-04-12,13:06,18-25,Phoenix,AZ,21569,,Flower,Granddaddy Purple,1,37.18,37.18,Credit Card
TXN000881,CUST00636,2026-01-27,13:54,46-55,Boulder,CO,30644,Silver,Flower,Pineapple Express,1,36.75,36.75,Cash
TXN043090,CUST00960,2024-11-09,18:53,26-35,Las Vegas,NV,,Standard,Accessories,Lighter,1,3.13,3.13,Cash
TXN005362,CUST00174,2025-06-22,17:27,18-25,Tucson,AZ,60012,Gold,Flower,Sour Diesel,1,37.52,37.52,Debit Card
TXN029702,CUST00960,11-07-2024,17:53,26-35,Las Vegas,NV,37625,Standard,Flower,Girl Scout Cookies,1,40.56,40.56,Credit Card
TXN003180,CUST00564,2024-09-10,14:34,46-55,Seattle,WA,54572,Standard,Concentrates,Wax 1g,1,47.52,47.52,Credit Card
TXN018451,CUST00111,2024-12-13,20:05,36-45,Seattle,WA,98802,Gold,Edibles,Hard Candy 100mg,1,20.09,20.09,Cash
TXN057800,CUST00841,12/29/2025,10:37,26-35,San Diego,CA,70496,Gold,Accessories,Glass Pipe,1,30.78,30.78,Credit Card
TXN028560,CUST00449,09/08/2024,14:30,18-25,Portland,OR,62145,Standard,Edibles,Hard Candy 100mg,2,19.81,39.62,Debit Card
TXN051800,CUST01182,2025-02-09,12:01,36-45,Las Vegas,NV,86508,Platinum,Topicals,Bath Bomb 100mg,1,25.9,25.9,Cash
TXN024851,CUST00539,2024-11-16,11:25,56+,Phoenix,AZ,65885,Platinum,Concentrates,Shatter 1g,1,44.24,44.24,Credit Card
TXN030790,CUST01082,2025-10-02,18:16,46-55,Phoenix,AZ,42901,Silver,Vapes,Indica Cart 0.5g,1,36.66,36.66,Digital Wallet
TXN009263,CUST01149,2025-12-10,12:23,56+,Boulder,CO,99698,Standard,Accessories,Glass Pipe,1,31.29,31.29,Credit Card
TXN045391,CUST00050,2025-03-17,13:50,26-35,Las Vegas,NV,,Platinum,Concentrates,Rosin 1g,1,61.58,61.58,Digital Wallet
TXN055790,CUST00539,2026-01-28,11:47,18-25,Portland,OR,91379,Platinum,Topicals,Bath Bomb 100mg,1,25.75,25.75,Credit Card
TXN053060,CUST00882,2024-07-17,20:20,36-45,Tucson,AZ,32608,Silver,Edibles,Brownies 100mg,1,20.43,20.43,Cash
TXN076210,CUST00724,14-06-2025,15:57,56+,San Diego,CA,89691,,Flower,Granddaddy Purple,1,36.8,36.8,Debit Card
TXN021961,CUST00507,2025-02-11,10:51,26-35,Las Vegas,NV,,Standard,Vapes,Disposable Vape,1,29.13,29.13,Digital Wallet
TXN021640,CUST00195,2025-09-28,10:51,26-35,San Francisco,CA,59120,Gold,Accessories,Storage Container,1,14.54,14.54,Debit Card
TXN074250,CUST00120,2025-04-05,11:02,46-55,San Francisco,ca,32664,Silver,Flower,Girl Scout Cookies,1,41.94,41.94,Cash
TXN007380,CUST01031,2024-09-06,17:47,,Portland,OR,34941,Gold,Vapes,Hybrid Cart 0.5g,1,35.92,35.92,Cash
TXN056130,CUST00462,2024-11-03,17:34,26-35,Denver,CO,96257,Standard,Topicals,CBD Lotion 100mg,1,39.85,39.85,Cash
TXN063020,CUST00472,2024-08-31,13:55,46-55,Portland,OR,55010,Gold,Flower,Granddaddy Purple,1,39.06,39.06,Credit Card
TXN055730,CUST00783,2024-09-02,19:30,18-25,San Diego,CA,74554,Standard,Topicals,THC Balm 200mg,3,34.3,102.9,Credit Card
TXN039690,CUST00481,2025-12-22,16:14,26-35,San Diego,CA,30810,Gold,Topicals,CBD Lotion 100mg,1,40.88,40.88,Cash
TXN025831,CUST01184,2024-09-18,15:23,26-35,San Diego,CA,99081,Silver,Concentrates,Distillate 1g,3,54.4,163.19,Digital Wallet
TXN069511,CUST00481,2025-11-16,12:27,56+,San Diego,CA,46033,Silver,Concentrates,Shatter 1g,1,45.42,45.42,Debit Card
TXN050630,CUST01140,2025-11-17,12:02,36-45,Tucson,AZ,84796,Gold,Edibles,Brownies 100mg,1,20.09,20.09,Digital Wallet
TXN076380,CUST01008,11/26/2025,18:23,46-55,Denver,CO,54061,Standard,Topicals,CBD Lotion 100mg,2,38.06,76.12,Cash
TXN055970,CUST00643,2026-01-30,19:09,56+,Boulder,CO,,Silver,Flower,Granddaddy Purple,1,37.98,37.98,Digital Wallet
TXN043640,CUST00042,2024-07-26,14:39,26-35,San Francisco,CA,14802,Silver,Concentrates,Live Resin 1g,1,51.58,51.58,Debit Card
TXN042940,CUST00111,2025-02-08,09:46,36-45,Boulder,CO,96615,Platinum,Concentrates,Live Resin 1g,1,50.58,50.58,Digital Wallet
TXN072570,CUST00533,2026-01-25,12:34,46-55,San Diego,CA,19809,Standard,Vapes,Disposable Vape,3,30.87,92.62,Credit Card
TXN033940,CUST00235,2024-08-26,10:32,46-55,Denver,CO,27890,Gold,Vapes,Hybrid Cart 0.5g,3,34.56,103.68,Credit Card
TXN007740,CUST00146,2026-01-06,12:40,26-35,San Diego,CA,64199,Silver,Flower,Gelato,1,46.14,46.14,Debit Card
TXN026770,CUST01074,2024-12-05,12:45,36-45,Tucson,AZ,73509,Standard,Flower,Gelato,1,42.63,42.63,Credit Card
TXN032541,CUST01123,2025-01-12,12:05,18-25,Los Angeles,CA,66825,Platinum,Vapes,Live Resin Cart 0.5g,1,45.03,45.03,Debit Card
TXN032880,CUST00562,2026-01-02,13:08,36-45,San Diego,CA,60704,Standard,Concentrates,Distillate 1g,1,56.08,56.08,Digital Wallet
TXN056820,CUST00260,2025-04-02,16:47,46-55,Tucson,AZ,68631,Standard,Accessories,Glass Pipe,1,30.31,30.31,Credit Card
TXN016412,CUST00755,2025-06-21,20:40,26-35,Las Vegas,NV,97712,Gold,Edibles,Gummy Bears 100mg,2,25.69,51.38,Debit Card
TXN008880,CUST00326,2025-01-16,17:48,18-25,Tucson,AZ,54287,Gold,Concentrates,Live Resin 1g,1,52.08,52.08,Debit Card
TXN019230,CUST01033,2026-01-22,16:25,56+,Seattle,WA,70018,Gold,Flower,Gelato,1,42.73,42.73,Cash
TXN059131,CUST00431,2024-10-11,11:28,46-55,Phoenix,AZ,41426,Platinum,Vapes,Sativa Cart 0.5g,1,36.31,36.31,Credit Card
TXN068682,CUST01066,2024-08-01,18:27,26-35,San Diego,ca,14875,Silver,Vapes,Sativa Cart 0.5g,1,34.92,34.92,Digital Wallet
TXN015151,CUST00077,2025-08-12,18:40,46-55,Los Angeles,CA,70332,Standard,Flower,Granddaddy Purple,1,38.12,38.12,Credit Card
TXN055732,CUST00783,09/02/2024,13:57,18-25,San Diego,CA,,Standard,Concentrates,Wax 1g,1,49.48,49.48,Cash
TXN018771,CUST01069,2025-03-15,10:35,56+,Seattle,WA,69398,Platinum,Flower,Pineapple Express,1,36.22,36.22,Debit Card
TXN064080,CUST01076,2024-09-17,13:50,26-35,San Diego,CA,42262,Silver,Flower,Wedding Cake,2,46.63,93.26,Digital Wallet
TXN076061,CUST00906,2025-11-06,16:07,46-55,San Francisco,CA,80463,Platinum,Flower,Blue Dream,1,34.4,34.4,Digital Wallet
TXN041831,CUST00399,2025-08-10,10:37,18-25,Phoenix,AZ,21851,Gold,Accessories,Storage Container,1,14.92,14.92,Digital Wallet
TXN063770,CUST00226,02/03/2025,13:15,18-25,Denver,CO,35164,Gold,Edibles,Chocolate Bar 100mg,1,21.69,21.69,Cash
TXN033810,CUST01083,2025-12-27,14:29,56+,Seattle,WA,24554,Silver,Concentrates,Distillate 1g,3,56.86,170.57,Cash
TXN039290,CUST00157,2025-12-12,19:08,36-45,Tucson,AZ,24745,Gold,Accessories,Glass Pipe,1,30.7,30.7,Credit Card
TXN030310,CUST01048,2025-11-01,13:41,46-55,San Francisco,CA,49681,Platinum,Flower,Wedding Cake,1,43.22,43.22,Digital Wallet
TXN036010,CUST00815,2024-08-28,18:39,26-35,Denver,CO,20429,Silver,Edibles,Hard Candy 100mg,1,19.19,19.19,Digital Wallet
TXN049670,CUST00169,2025-09-15,11:47,56+,Portland,OR,32743,Gold,Accessories,Grinder,2,25.82,51.64,Cash
TXN058900,CUST00496,2025-01-23,14:01,36-45,Portland,OR,17472,,Vapes,Hybrid Cart 0.5g,1,35.96,35.96,Debit Card
TXN027131,CUST00052,2025-06-07,13:36,26-35,Tucson,AZ,42240,Silver,Edibles,Gummy Bears 100mg,2,25.67,51.34,Digital Wallet
TXN023940,CUST00712,2025-01-29,19:54,56+,San Francisco,CA,84169,Gold,Topicals,Massage Oil 200mg,1,43.59,43.59,Credit Card
TXN069830,CUST00901,2025-10-17,11:04,46-55,Denver,CO,73789,Gold,Accessories,Glass Pipe,1,28.93,28.93,Cash
TXN022122,CUST00007,2025-04-05,15:01,18-25,Portland,OR,40769,Gold,Topicals,Bath Bomb 100mg,2,25.91,51.82,Digital Wallet
TXN031310,CUST00521,2025-03-28,13:02,46-55,Denver,CO,31887,Platinum,Concentrates,Shatter 1g,1,42.82,42.82,Debit Card
TXN052121,CUST00216,2025-11-07,16:11,56+,Phoenix,AZ,74921,Platinum,Accessories,Rolling Papers,2,4.86,9.73,Digital Wallet
TXN002681,CUST00147,2024-10-03,14:56,,Denver,CO,66925,Gold,Flower,Wedding Cake,1,43.0,43.0,Cash
